URL,Name,Type,Subtype,Unique,Deck code ID,Card Set,Attribute(s),Magicka Cost,Power,Health,Rarity,Availability,Card Text
https://en.uesp.net/wiki/Legends%3ADreugh_Shell_Armor,Dreugh Shell Armor,Item,,False,fa,Core Set,Neutral,4,,,Rare,,+3/+3
https://en.uesp.net/wiki/Legends%3ADrive_Mad,Drive Mad,Action,,False,fb,Isle of Madness,Strength,4,,,Common,,A creature Battles itself.
https://en.uesp.net/wiki/Legends%3ADro-m%27Athra_Reaper,Dro-m'Athra Reaper,Creature,"Khajiit, Spirit",False,wy,Moons of Elsweyr,Endurance,2,3,2,Legendary,,"Summon: Consume a creature.When a creature leaves your discard pile, Dro-m'Athra Reaper gains +0/+1 and you gain 1 health."
https://en.uesp.net/wiki/Legends%3ADuel_Atop_the_World,Duel Atop the World,Action,,False,fd,Heroes of Skyrim,Strength,7,,,Epic,,Give a friendly creature +3/+3. It Battles your opponent's most powerful creature.
https://en.uesp.net/wiki/Legends%3ADuke_Vedam_Dren,Duke Vedam Dren,Creature,Dark Elf,True,ff,Houses of Morrowind,"Strength, Willpower, Agility",5,4,5,Legendary,,"The first time you play a card each turn, draw a random card from your deck with cost equal to your remaining magicka."
https://en.uesp.net/wiki/Legends%3ADune_Rogue,Dune Rogue,Creature,Khajiit,False,fg,Core Set,Agility,2,3,1,Rare,Unobtainable,Prophecy
https://en.uesp.net/wiki/Legends%3ADune_Smuggler,Dune Smuggler,Creature,Khajiit,False,fh,Core Set,Agility,3,3,1,Rare,,"Summon: Move another friendly creature in this lane.When a friendly creature moves, give it +1/+1."
https://en.uesp.net/wiki/Legends%3ADune_Stalker,Dune Stalker,Creature,Khajiit,False,fi,Core Set,Agility,2,3,1,Rare,,ProphecySummon: Move another friendly creature in this lane.
https://en.uesp.net/wiki/Legends%3ADuneripper,Duneripper,Creature,Beast,False,yK,Monthly Card,"Strength, Agility",5,4,3,Epic,,"When Duneripper enters a lane, it deals 2 damage to an enemy creature in the lane.Pilfer: Move."
https://en.uesp.net/wiki/Legends%3ADungeon_Cell,Dungeon Cell,Support,,False,,Clockwork City,Endurance,0,,,Common,Unobtainable,"Ongoing Once you've picked all the locks, sacrifice Dungeon Cell and summon Sails-Through-Storms in the Shadow Lane."
https://en.uesp.net/wiki/Legends%3ADunmer_Nightblade,Dunmer Nightblade,Creature,Dark Elf,False,fk,Core Set,Intelligence,2,2,1,Common,,Last Gasp: Put an Iron Sword into your hand.
https://en.uesp.net/wiki/Legends%3ADunmer_Tyro,Dunmer Tyro,Creature,Dark Elf,False,sW,Alliance War,Agility,3,1,4,Common,,ChargeVeteran: +2/+0
https://en.uesp.net/wiki/Legends%3ADurzog,Durzog,Creature,Reptile,False,,Core Set,Agility,3,4,4,Rare,Created,
https://en.uesp.net/wiki/Legends%3ADushnikh_Yal_Archer,Dushnikh Yal Archer,Creature,Orc,False,fl,Monthly Card,Strength,4,3,3,Epic,,GuardSummon: Deal 1 damage or destroy an enemy support.
https://en.uesp.net/wiki/Legends%3ADuskfang,Duskfang,Item,,True,,Isle of Madness,Neutral,4,,,Legendary,Created,"+3/+0At the end of your turn, if Duskfang is in your hand, change it into Dawnfang.Pilfer: Draw a card."
https://en.uesp.net/wiki/Legends%3ADust_Eater_Skirmisher,Dust Eater Skirmisher,Creature,Goblin,False,xz,Jaws of Oblivion,Agility,1,2,1,Rare,,"When Dust Eater Skirmisher takes damage from a creature, give that creature -1/-1."
https://en.uesp.net/wiki/Legends%3ADwarven_Armaments,Dwarven Armaments,Item,,False,fm,Core Set,Neutral,6,,,Epic,,+5/+5
https://en.uesp.net/wiki/Legends%3ADwarven_Armaments_%28creature%29,Dwarven Armaments,Creature,Animated Item,False,,Isle of Madness,Neutral,6,5,5,Epic,Unobtainable,
https://en.uesp.net/wiki/Legends%3ADwarven_Ballista,Dwarven Ballista,Creature,Dwemer,False,fn,Core Set,Neutral,6,5,5,Common,,Breakthrough
https://en.uesp.net/wiki/Legends%3ADwarven_Centurion,Dwarven Centurion,Creature,Dwemer,False,fo,Core Set,Neutral,7,6,8,Epic,,"BreakthroughWhen Dwarven Centurion takes damage, put a 0/3 Dwarven Spider with Guard into your hand."
https://en.uesp.net/wiki/Legends%3ADwarven_Colossus,Dwarven Colossus,Creature,Dwemer,False,fp,Clockwork City,Neutral,11,11,11,Epic,,Summon: Summon a Power Sphere in each lane.
https://en.uesp.net/wiki/Legends%3ADwarven_Dynamo,Dwarven Dynamo,Creature,Dwemer,False,fq,Heroes of Skyrim,Neutral,4,2,1,Rare,,Summon: Give another creature +3/+3 and Guard.
https://en.uesp.net/wiki/Legends%3ADwarven_Sphere,Dwarven Sphere,Creature,Dwemer,False,fr,Core Set,Neutral,3,2,3,Common,,Summon: Shackle an enemy creature.
https://en.uesp.net/wiki/Legends%3ADwarven_Spider,Dwarven Spider,Creature,Dwemer,False,fs,Core Set,Neutral,0,0,3,Common,,Guard
https://en.uesp.net/wiki/Legends%3ADwemer_Puzzle_Box,Dwemer Puzzle Box,Support,,False,ft,Houses of Morrowind,Neutral,2,,,Rare,,Uses: 3 Activate: Discard the top card of your deck.Last Gasp: Draw a card.
https://en.uesp.net/wiki/Legends%3AEager_Torturer,Eager Torturer,Creature,Imperial,False,fu,Isle of Madness,Agility,3,2,2,Common,,"When you sacrifice a creature, Eager Torturer gains +2/+2."
https://en.uesp.net/wiki/Legends%3AEarthbone_Spinner,Earthbone Spinner,Creature,Wood Elf,False,fv,Core Set,Strength,4,3,2,Epic,,"Summon: Silence another creature, then deal 1 damage to it."
https://en.uesp.net/wiki/Legends%3AEast_Empire_Crafter,East Empire Crafter,Creature,Imperial,False,fw,Heroes of Skyrim,Endurance,3,2,4,Common,,"When you summon another creature with 5 health or more, give it +1/+1 and Guard."
https://en.uesp.net/wiki/Legends%3AEastmarch_Crusader,Eastmarch Crusader,Creature,Nord,False,zI,Core Set,Willpower,3,4,2,Rare,Arsenal Gauntlet September 2020,Summon: Draw a card if an enemy rune has been destroyed this game.
https://en.uesp.net/wiki/Legends%3AEbonheart_Oracle,Ebonheart Oracle,Creature,Imperial,False,fy,Houses of Morrowind,Willpower,5,3,5,Legendary,,DrainDouble the amount of health you gain.
https://en.uesp.net/wiki/Legends%3AEbonthread_Cloak,Ebonthread Cloak,Item,,False,sK,Alliance War,Strength,2,,,Rare,,Mobilize+1/+2Summon: Your opponent can't target the wielder with actions until your next turn.
https://en.uesp.net/wiki/Legends%3AEbony_Relic,Ebony Relic,Support,,False,,Core Set,Neutral,0,,,Epic,Unobtainable,Ongoing You start the game with City Gates.
https://en.uesp.net/wiki/Legends%3AEcho_of_Akatosh,Echo of Akatosh,Creature,Dragon,False,fz,Heroes of Skyrim,Intelligence,6,5,5,Legendary,,"When you draw a creature, give it a random Keyword."
https://en.uesp.net/wiki/Legends%3AEclipse_Baroness,Eclipse Baroness,Creature,Dark Elf,False,zU,Dark Brotherhood,Agility,8,5,5,Epic,Festival of Madness 2019,Summon and Last Gasp: Draw a card and reduce its cost by 2.
https://en.uesp.net/wiki/Legends%3AEdict_of_Azura,Edict of Azura,Action,,False,fB,Core Set,"Willpower, Endurance",4,,,Epic,,Destroy an enemy creature or support.
https://en.uesp.net/wiki/Legends%3AElder_Centaur,Elder Centaur,Creature,Centaur,False,fC,Core Set,Agility,5,5,4,Epic,,"After Elder Centaur attacks, give him Cover."
https://en.uesp.net/wiki/Legends%3AEldergleam_Matron,Eldergleam Matron,Creature,Spriggan,False,fD,Heroes of Skyrim,Agility,3,4,2,Rare,,Summon: Put a random Animal into your hand.
https://en.uesp.net/wiki/Legends%3AElite_Treasury_Guard,Elite Treasury Guard,Creature,Imperial,False,,Dark Brotherhood,Willpower,5,8,8,Common,Unobtainable,Guard
https://en.uesp.net/wiki/Legends%3AElixir_of_Conflict,Elixir of Conflict,Support,,False,fE,Core Set,Neutral,3,,,Rare,,Uses: 3 Activate: Give a creature +1/+1.
https://en.uesp.net/wiki/Legends%3AElixir_of_Deflection,Elixir of Deflection,Support,,False,fF,Core Set,Intelligence,5,,,Rare,,Uses: 3 Activate: Give a creature a Ward.
https://en.uesp.net/wiki/Legends%3AElixir_of_Light_Feet,Elixir of Light Feet,Support,,False,fG,Core Set,Agility,2,,,Rare,,Uses: 3 Activate: Give a creature Cover.
https://en.uesp.net/wiki/Legends%3AElixir_of_Magicka,Elixir of Magicka,Support,,False,,,Neutral,0,,,Rare,Removed Card,Uses: 3 IndestructibleActivate: Gain 1 magicka.
https://en.uesp.net/wiki/Legends%3AElixir_of_Potency,Elixir of Potency,Support,,False,xV,Jaws of Oblivion,Intelligence,2,,,Epic,,Uses: 3 Activate: Give a creature a random Keyword.
https://en.uesp.net/wiki/Legends%3AElixir_of_the_Defender,Elixir of the Defender,Support,,False,fH,Core Set,Willpower,2,,,Rare,,Uses: 3 Activate: Give a friendly creature Guard.
https://en.uesp.net/wiki/Legends%3AElixir_of_Vigor,Elixir of Vigor,Support,,False,fI,Core Set,Endurance,2,,,Rare,,Uses: 3 Activate: Give a creature +0/+1.
https://en.uesp.net/wiki/Legends%3AElixir_of_Vitality,Elixir of Vitality,Support,,False,fJ,Heroes of Skyrim,Willpower,1,,,Common,,Uses: 3 Activate: Gain 2 health.
https://en.uesp.net/wiki/Legends%3AElsweyr_Lookout,Elsweyr Lookout,Creature,Khajiit,False,fK,Monthly Card,Willpower,3,1,1,Epic,,Pilfer: Double Elsweyr Lookout's power and health.
https://en.uesp.net/wiki/Legends%3AElusive_Schemer,Elusive Schemer,Creature,Dark Elf,False,zL,Core Set,Intelligence,4,3,1,Rare,Hall of Mirrors Gauntlet April 2020,Summon: Draw a card.Last Gasp: Shuffle a 0-cost Elusive Schemer into your deck.
https://en.uesp.net/wiki/Legends%3AElytra_Noble,Elytra Noble,Creature,Elytra,False,gk,Isle of Madness,Agility,6,4,6,Common,,Lethal
https://en.uesp.net/wiki/Legends%3AEmbassy_Disguise,Embassy Disguise,Item,,False,fM,Heroes of Skyrim,Agility,2,,,Rare,,+0/+1Summon: Draw a card.The wielder has Cover until it attacks.
https://en.uesp.net/wiki/Legends%3AEmbassy_Guard,Embassy Guard,Creature,High Elf,False,fN,Heroes of Skyrim,Intelligence,2,0,4,Common,,"Prophecy, Guard, Ward"
https://en.uesp.net/wiki/Legends%3AEmeric%27s_Warlord,Emeric's Warlord,Creature,Breton,False,tz,Alliance War,Intelligence,2,1,4,Legendary,,"Your items have Mobilize.When a friendly Recruit equips an item, Emeric's Warlord gains +1/+0."
https://en.uesp.net/wiki/Legends%3AEmeric%2C_Covenant_King,"Emeric, Covenant King",Creature,Breton,True,sZ,Alliance War,"Strength, Intelligence, Endurance",9,7,7,Legendary,,"Summon: Battle an enemy creature. At the end of your turn, Emeric gains a Ward."
https://en.uesp.net/wiki/Legends%3AEmperor_Titus_Mede_II,Emperor Titus Mede II,Creature,Imperial,True,fO,Heroes of Skyrim,Endurance,4,1,4,Legendary,,"At the end of your turn, give the top creature of your deck +1/+1 and Guard."
https://en.uesp.net/wiki/Legends%3AEmperor%27s_Attendant,Emperor's Attendant,Creature,Redguard,False,yF,Jaws of Oblivion,Endurance,2,1,1,Rare,,Summon: Give a creature in your hand power and health equal to Emperor's Attendant's power.
https://en.uesp.net/wiki/Legends%3AEmperor%27s_Blade,Emperor's Blade,Creature,Imperial,False,fP,Monthly Card,"Willpower, Endurance",4,4,5,Epic,,Guard Slay: You gain 3 health.
https://en.uesp.net/wiki/Legends%3AEmpire_Dreadmage,Empire Dreadmage,Creature,Imperial,False,tr,Alliance War,Agility,7,7,5,Common,,"Summon: If you have another creature in each lane, give a creature -2/-2."
https://en.uesp.net/wiki/Legends%3AEmpire_Oathman,Empire Oathman,Creature,Imperial,False,sQ,Alliance War,Endurance,4,4,4,Common,,"Summon: If you have a... card in play, give other friendly creatures +1/+0. card in play, give other friendly creatures +0/+1."
https://en.uesp.net/wiki/Legends%3AEmpire_Recruiter,Empire Recruiter,Creature,Imperial,False,ts,Alliance War,"Willpower, Agility, Endurance",2,2,3,Rare,,Pilfer: Summon a 1/1 Recruit in the other lane.
https://en.uesp.net/wiki/Legends%3AEnamor%27s_Keeper,Enamor's Keeper,Creature,Dark Elf,False,fQ,Houses of Morrowind,Intelligence,3,4,3,Legendary,,Exalt 4: Equip a +5/+0 Heirloom Greatsword to Enamor's Keeper.
https://en.uesp.net/wiki/Legends%3AEnchanted_Plate,Enchanted Plate,Item,,False,fR,Core Set,Endurance,2,,,Common,,+0/+3Summon: Draw a card.
https://en.uesp.net/wiki/Legends%3AEnchanted_Ring,Enchanted Ring,Item,,False,Bc,Tamriel Collection,"Strength, Intelligence, Endurance",1,,,Epic,,"Mobilize+1/+1Summon: Equip the wielder with all copies of Enchanted Ring from your discard pile. Then if the wielder has three or more items, draw a card."
https://en.uesp.net/wiki/Legends%3AEncumbered_Explorer,Encumbered Explorer,Creature,Imperial,False,fS,Heroes of Skyrim,Endurance,1,2,3,Rare,,Shackle Encumbered Explorer after he attacks.
https://en.uesp.net/wiki/Legends%3AThe_End_of_Vampires,The End of Vampires,Action,,False,,Dawnguard,Willpower,7,,,Common,,Cost 1 less for each undead creature in your opponent's lanes and discard pile. Banish a creature.
https://en.uesp.net/wiki/Legends%3AEnhance,Enhance,Support,,False,,Clockwork City,Neutral,3,,,Rare,Unobtainable,Uses: Unlimited Activate: Give a creature +3/+0.You can only use one Lever per turn.
https://en.uesp.net/wiki/Legends%3AEnlistment_Officer,Enlistment Officer,Creature,Imperial,False,tc,Alliance War,Neutral,3,3,3,Common,,Summon: Give friendly Recruits +1/+1.
https://en.uesp.net/wiki/Legends%3AEnraged_Dragonknight,Enraged Dragonknight,Creature,Imperial,False,wT,Moons of Elsweyr,Strength,4,5,4,Rare,,Summon: Consume a creature to deal 2 damage to each player.
https://en.uesp.net/wiki/Legends%3AEnraged_Mudcrab,Enraged Mudcrab,Creature,Mudcrab,False,fT,Core Set,Neutral,1,2,1,Common,,
https://en.uesp.net/wiki/Legends%3AEuraxia_Tharn,Euraxia Tharn,Creature,Imperial,True,wb,Moons of Elsweyr,"Willpower, Endurance",9,6,6,Legendary,,Summon: Steal an enemy creature or support.Last Gasp: Your opponent steals it back.
https://en.uesp.net/wiki/Legends%3AEuraxian_Berserker,Euraxian Berserker,Creature,Imperial,False,we,Moons of Elsweyr,Strength,3,2,4,Common,,Summon: Consume a creature to gain +2/+0.
https://en.uesp.net/wiki/Legends%3AEvermore_Steward,Evermore Steward,Creature,Breton,False,fU,Core Set,Intelligence,2,1,1,Rare,,"Guard, Ward"
https://en.uesp.net/wiki/Legends%3AExcavate,Excavate,Action,,False,fV,Clockwork City,Intelligence,3,,,Rare,,Draw an item or support from your discard pile.
https://en.uesp.net/wiki/Legends%3AExecute,Execute,Action,,False,zg,Core Set,Willpower,1,,,Common,Witches Festival Card Bundle,Destroy a creature with 2 power or less.
https://en.uesp.net/wiki/Legends%3AExpected_Demise,Expected Demise,Action,,False,,Dark Brotherhood,Neutral,10,,,Legendary,Unobtainable,ProphecyKill Alisanne Dupre. (Your opponent loses all bonus max magicka.)
https://en.uesp.net/wiki/Legends%3AExperimental_Scroll,Experimental Scroll,Action,,False,,Heroes of Skyrim,Intelligence,4,,,Legendary,Created,"Experimental Scroll is either Enlightenment, Flame Blast, or Flame Cloak. Don't worry which one it is, just give it a try!"
https://en.uesp.net/wiki/Legends%3AExpert_Atromancer,Expert Atromancer,Creature,Breton,False,fX,Core Set,Intelligence,10,3,3,Legendary,Unobtainable,Summon: Summon a 5/3 Flame Atronach with Breakthrough in each lane.
https://en.uesp.net/wiki/Legends%3AExplore,Explore,Action,,False,Bf,Tamriel Collection,Strength,1,,,Rare,,"Choose creature, item, action, or support. Put a random card of that type into your hand."
https://en.uesp.net/wiki/Legends%3AExpunge,Expunge,Action,,False,wD,Moons of Elsweyr,Endurance,2,,,Rare,,Heal a creature and give it immune to Shackle this turn. Draw a card.
https://en.uesp.net/wiki/Legends%3AFabricate,Fabricate,Action,,False,fY,Clockwork City,Neutral,1,,,Rare,,Build a custom creature and put it into your hand.
https://en.uesp.net/wiki/Legends%3AFaded_Wraith,Faded Wraith,Creature,Spirit,False,yz,Jaws of Oblivion,Endurance,5,1,3,Legendary,,Summon: Draw cards equal to Faded Wraith's power.
https://en.uesp.net/wiki/Legends%3AFalinesti_Reaver,Falinesti Reaver,Creature,Wood Elf,False,fZ,Core Set,"Strength, Agility",8,5,5,Epic,,Summon: Destroy all Wounded enemy creatures in this lane.
https://en.uesp.net/wiki/Legends%3AFalkreath_Defiler,Falkreath Defiler,Creature,Imperial,False,ga,Dark Brotherhood,Endurance,4,3,3,Rare,,Slay: Draw a creature from your discard pile.
https://en.uesp.net/wiki/Legends%3AFallen_Dragon,Fallen Dragon,Creature,Dragon,False,wK,Moons of Elsweyr,Endurance,5,5,10,Common,,Summon: Fallen Dragon deals 5 damage to itself.
https://en.uesp.net/wiki/Legends%3AFalling_Wizard,Falling Wizard,Creature,Wood Elf,False,gb,Houses of Morrowind,Intelligence,2,5,5,Epic,,Summon: Falling Wizard deals 5 damage to himself.Last Gasp: Put an Experimental Scroll into your hand.
https://en.uesp.net/wiki/Legends%3AFalse_Incarnate,False Incarnate,Creature,Dark Elf,False,gc,Houses of Morrowind,Strength,4,5,4,Epic,,Your opponent can't gain health.
https://en.uesp.net/wiki/Legends%3AFamiliar,Familiar,Creature,"Wolf, Spirit",False,,Monthly Card,Willpower,2,2,2,Common,Created,
https://en.uesp.net/wiki/Legends%3AFarsight_Nereid,Farsight Nereid,Creature,Nereid,False,gd,Core Set,Intelligence,3,3,3,Common,,Summon: Reveal the top card of your opponent's deck.
https://en.uesp.net/wiki/Legends%3AFate_Weaver,Fate Weaver,Creature,Nereid,False,ge,Core Set,Intelligence,6,3,3,Rare,,"ProphecySummon: Draw a card. If it's a Prophecy, you may play it for free."
https://en.uesp.net/wiki/Legends%3AFate%27s_Witness,Fate's Witness,Creature,Nereid,False,gf,Core Set,Intelligence,6,3,3,Rare,Unobtainable,ProphecySummon: Draw a card.
https://en.uesp.net/wiki/Legends%3AFear_Totem,Fear Totem,Action,,False,ws,Moons of Elsweyr,Strength,2,,,Common,,ProphecyUnsummon a creature and reduce its cost by 3.
https://en.uesp.net/wiki/Legends%3AFearless_Northlander,Fearless Northlander,Creature,Nord,False,gg,Core Set,Strength,3,2,5,Epic,,"BreakthroughWhen Fearless Northlander takes damage, he gains +2/+0."
https://en.uesp.net/wiki/Legends%3AFearsome_Dremora,Fearsome Dremora,Creature,Daedra,False,,Core Set,Strength,4,3,3,Common,Unobtainable,
https://en.uesp.net/wiki/Legends%3AFeasting_Hunger,Feasting Hunger,Creature,Daedra,False,gh,Houses of Morrowind,Willpower,3,3,3,Rare,,GuardSummon: You gain 1 health for each enemy creature.
https://en.uesp.net/wiki/Legends%3AFeasting_Vulture,Feasting Vulture,Creature,Beast,False,gi,Core Set,Agility,3,3,2,Rare,,Summon: +2/+2 if a creature died this turn.
https://en.uesp.net/wiki/Legends%3AFeed,Feed,Action,,False,Bi,Tamriel Collection,Willpower,6,,,Rare,,Destroy a creature and give its Keywords to a friendly creature.
https://en.uesp.net/wiki/Legends%3AFell_the_Mighty,Fell the Mighty,Action,,False,gj,Dark Brotherhood,Strength,4,,,Common,,Destroy a creature with 4 power or more.
https://en.uesp.net/wiki/Legends%3AFelldew,Felldew,Action,,False,gk,Isle of Madness,Agility,2,,,Common,,Give a creature Lethal this turn.
https://en.uesp.net/wiki/Legends%3AFelldew-Elytra_Noble,Felldew/Elytra Noble,Creature and Action,Elytra,False,gk,Isle of Madness,Agility,8,4,6,Common,Double Card,Felldew and Elytra Noble
https://en.uesp.net/wiki/Legends%3AFerocious_Dreugh,Ferocious Dreugh,Creature,Dreugh,False,gl,Core Set,Neutral,4,3,5,Common,,
https://en.uesp.net/wiki/Legends%3AFetcherfly_Golem,Fetcherfly Golem,Creature,"Daedra, Atronach",False,gm,Houses of Morrowind,Strength,5,5,5,Epic,,"When Fetcherfly Golem takes damage and survives, summon a 2/2 Fetcherfly Swarm."
https://en.uesp.net/wiki/Legends%3AFetcherfly_Swarm,Fetcherfly Swarm,Creature,Insect,False,,Houses of Morrowind,Strength,2,2,2,Epic,Created,
https://en.uesp.net/wiki/Legends%3AFharun_Defender,Fharun Defender,Creature,Orc,False,gn,Core Set,Endurance,2,1,4,Common,,"Prophecy, Guard"
https://en.uesp.net/wiki/Legends%3AFiery_Imp,Fiery Imp,Creature,Imp,False,go,Core Set,Strength,1,1,1,Rare,,"When Fiery Imp attacks, deal 2 damage to your opponent."
https://en.uesp.net/wiki/Legends%3AFifth_Legion_Trainer,Fifth Legion Trainer,Creature,Imperial,False,gp,Core Set,Willpower,2,1,3,Rare,,"When you summon another creature, give it +1/+0."
https://en.uesp.net/wiki/Legends%3AFighters_Guild_Berserker,Fighters Guild Berserker,Creature,Orc,False,tn,Alliance War,Strength,3,4,2,Common,,Expertise: Deal 2 damage to your opponent.
https://en.uesp.net/wiki/Legends%3AFighters_Guild_Elite,Fighters Guild Elite,Creature,Orc,False,tf,Alliance War,Strength,5,2,2,Legendary,,Expertise: Double Fighters Guild Elite's power and health.
https://en.uesp.net/wiki/Legends%3AFighters_Guild_Hall,Fighters Guild Hall,Support,,False,gq,Houses of Morrowind,Strength,2,,,Rare,,"Ongoing When a friendly creature takes damage on your turn, give it +2/+0."
https://en.uesp.net/wiki/Legends%3AFighters_Guild_Recruit,Fighters Guild Recruit,Creature,Argonian,False,xf,Core Set,Agility,2,1,2,Common,Grand Melee June 2021,"Prophecy, Guard, Lethal"
https://en.uesp.net/wiki/Legends%3AFighters_Guild_Steward,Fighters Guild Steward,Creature,Nord,False,gt,Houses of Morrowind,Strength,4,3,3,Rare,,Summon: A friendly creature with 5 or more power Battles an enemy creature.
https://en.uesp.net/wiki/Legends%3AFingers_of_the_Mountain,Fingers of the Mountain,Action,,False,xS,Jaws of Oblivion,Intelligence,6,,,Epic,,Costs 1 less for each action you've played this turn.Deal 1 damage to a creature.Deal 2 damage to a creature.Deal 3 damage to a creature.
https://en.uesp.net/wiki/Legends%3AFinish_Off,Finish Off,Action,,False,zd,Core Set,Agility,2,,,Common,Elsweyr Gauntlet May 2021,Destroy a Wounded enemy creature.
https://en.uesp.net/wiki/Legends%3AFire_Breath,Fire Breath,Action,,False,gv,Heroes of Skyrim,Intelligence,3,,,Common,,Shout Level 1: Deal 2 damage to a creature.Level 2: Deal 4 damage to a creature.Level 3: Deal 10 damage to a creature.
https://en.uesp.net/wiki/Legends%3AFire_Storm,Fire Storm,Action,,False,gw,Core Set,Intelligence,4,,,Rare,,ProphecyDeal 2 damage to all creatures in a lane.
https://en.uesp.net/wiki/Legends%3AFireball,Fireball,Action,,False,gx,Core Set,Strength,4,,,Rare,,Deal 1 damage to all enemies.
https://en.uesp.net/wiki/Legends%3AFirebolt,Firebolt,Action,,False,zT,Core Set,Intelligence,1,,,Common,Grand Melee January 2020,Deal 2 damage to a creature.
https://en.uesp.net/wiki/Legends%3AFirepot_Spider,Firepot Spider,Creature,Fabricant,False,gz,Clockwork City,Strength,1,1,1,Common,,Last Gasp: Deal 1 damage to all creatures in this lane.
https://en.uesp.net/wiki/Legends%3AFlame_Atronach,Flame Atronach,Creature,"Daedra, Atronach",False,,Core Set,Intelligence,4,5,3,Rare,Created,Breakthrough
https://en.uesp.net/wiki/Legends%3AFlame_Lash,Flame Lash,Action,,False,,Monthly Card,"Intelligence, Willpower",1,,,Epic,Created,Deal 0 damage and gain 0 health.
https://en.uesp.net/wiki/Legends%3AFlamespear_Dragon,Flamespear Dragon,Creature,Dragon,False,vS,Moons of Elsweyr,Strength,4,4,5,Legendary,,"When your opponent summons a creature, Flamespear Dragon aims at it. At the start of your turn, Flamespear Dragon deals 1 damage to the creature it's aiming at."
https://en.uesp.net/wiki/Legends%3AFlaming_Breath,Flaming Breath,Action,,False,yr,Jaws of Oblivion,Strength,2,,,Common,,ProphecyDeal 1 damage to everything.
https://en.uesp.net/wiki/Legends%3AFleeting_Apparition,Fleeting Apparition,Action,,False,gA,Houses of Morrowind,Agility,5,,,Epic,,BetraySummon a random creature from your deck that costs 3 or less to a random lane. Unsummon it at the end of your turn.
https://en.uesp.net/wiki/Legends%3AFlesh_Atronach,Flesh Atronach,Creature,"Daedra, Atronach",False,gB,Core Set,Endurance,6,1,1,Epic,,Summon: +1/+1 for each creature in your discard pile.
https://en.uesp.net/wiki/Legends%3AFlesh_Sculpture,Flesh Sculpture,Support,,False,gC,Dark Brotherhood,Neutral,3,,,Epic,,Uses: 2 Activate: Transform each card in your hand into a random card.
https://en.uesp.net/wiki/Legends%3AFlood_the_Pass,Flood the Pass,Support,,False,,Isle of Madness,Neutral,0,,,Common,Unobtainable,"Ongoing IndestructibleAt the end of your turn, if both your lanes are full, you win the game."
https://en.uesp.net/wiki/Legends%3AForaging_Mudcrab,Foraging Mudcrab,Creature,Mudcrab,False,,Core Set,Strength,1,1,1,Common,Unobtainable,
https://en.uesp.net/wiki/Legends%3AForces_of_Destruction,Forces of Destruction,Action,,False,yI,Jaws of Oblivion,Intelligence,10,,,Legendary,,"Invade, then summon random Daedra with total cost 10."
https://en.uesp.net/wiki/Legends%3AForelhost_Poison,Forelhost Poison,Support,,False,,Clockwork City,Endurance,0,,,Common,Unobtainable,"Ongoing NormalAt the start of your turn, take one damage. The poison intensifies by 1 while you have 15 or less health.MasterAt the start of your turn, take one damage. The poison intensifies by 1 for each of your broken runes."
https://en.uesp.net/wiki/Legends%3AForerunner_of_the_Pact,Forerunner of the Pact,Creature,Dark Elf,False,sX,Alliance War,"Strength, Agility, Endurance",3,4,3,Rare,,Veteran: Draw a Forerunner of the Pact from your deck.
https://en.uesp.net/wiki/Legends%3AFork_of_Horripilation,Fork of Horripilation,Item,,True,gD,Isle of Madness,Neutral,3,,,Legendary,,-2/+0Slay: Sacrifice Fork of Horripilation and draw three cards.
https://en.uesp.net/wiki/Legends%3AForked_Bolt,Forked Bolt,Action,,False,tg,Alliance War,Intelligence,0,,,Common,,Deal 1 damage to a creature and your opponent.
https://en.uesp.net/wiki/Legends%3AForsaken_Champion,Forsaken Champion,Creature,Reachman,False,gE,Madhouse Collection,Neutral,5,3,3,Epic,,Summon: Choose a friendly creature.Friendly creatures of the chosen type have +1/+1.
https://en.uesp.net/wiki/Legends%3AForsworn_Guide,Forsworn Guide,Creature,Reachman,False,gF,Core Set,Neutral,3,1,1,Rare,,Summon: Unsummon another friendly creature to give Forsworn Guide +2/+2.
https://en.uesp.net/wiki/Legends%3AForsworn_Looter,Forsworn Looter,Creature,Reachman,False,gG,Heroes of Skyrim,Neutral,2,1,1,Epic,,Pilfer: Draw a random item from your deck with cost equal to Forsworn Looter's power.
https://en.uesp.net/wiki/Legends%3AFortress_Guard,Fortress Guard,Creature,Imperial,False,gH,Isle of Madness,Willpower,4,3,4,Rare,,GuardSummon: You may discard a card to summon a 2/2 Colovian Trooper with Guard in the other lane.
https://en.uesp.net/wiki/Legends%3AFortress_Watchman,Fortress Watchman,Creature,Orc,False,gI,Core Set,Strength,5,5,4,Common,,Guard
https://en.uesp.net/wiki/Legends%3AForward_Camp,Forward Camp,Support,,False,th,Alliance War,Willpower,3,,,Legendary,,"Ongoing Your supports cost 1 less.When you have 4 supports, sacrifice Forward Camp and summon an Eastmarch Crusader in each lane."
https://en.uesp.net/wiki/Legends%3AFragile_Harkon%2C_Vampire_Lord,"Fragile Harkon, Vampire Lord",Creature,Vampire,True,,Dawnguard,Endurance,4,3,2,Legendary,Created,
